EcritureID;Scenario;Annee;Mois;Date;CodeEntite;Entite;Site;CodeProduit;Produit;Canal;Compte;LibelleCompte;PosteP&L;Quantite;PrixUnitaire_EUR;Montant_kEUR;Client;CentreCout
EC00000016;Budget;2026;1;2026-01-18;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2070.00;0.95;1.97;Cora;
EC00000017;Budget;2026;1;2026-01-18;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2181.00;0.95;2.07;Casino;
EC00000018;Budget;2026;1;2026-01-18;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3036.00;0.95;2.88;Leclerc;
EC00000019;Budget;2026;1;2026-01-18;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5471.00;0.95;5.20;Auchan;
EC00000020;Budget;2026;1;2026-01-18;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1535.00;0.95;1.46;Monoprix;
EC00000021;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3865.00;0.95;3.67;Monoprix;
EC00000022;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1741.00;0.95;1.65;Système U;
EC00000023;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1702.00;0.95;1.62;Cora;
EC00000024;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1892.00;0.95;1.80;Casino;
EC00000025;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5586.00;0.95;5.31;Géant Casino;
EC00000026;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5349.00;0.95;5.08;Auchan;
EC00000027;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1930.00;0.95;1.83;Leclerc;
EC00000028;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2174.00;0.95;2.06;Casino;
EC00000029;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;955.00;0.95;0.91;Système U;
EC00000030;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2278.00;0.95;2.17;Carrefour;
EC00000031;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;760.00;0.95;0.72;Intermarché;
EC00000032;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3248.00;0.95;3.08;Leclerc;
EC00000033;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;111.00;0.99;0.11;Système U;
EC00000034;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4036.00;0.95;3.83;Géant Casino;
EC00000035;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3943.00;0.95;3.75;Cora;
EC00000036;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2133.00;0.95;2.03;Casino;
EC00000037;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2630.00;0.95;2.50;Géant Casino;
EC00000038;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2472.00;0.95;2.35;Auchan;
EC00000039;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4494.00;0.95;4.27;Système U;
EC00000040;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;645.00;0.95;0.61;Monoprix;
EC00000041;Budget;2026;1;2026-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3745.00;0.95;3.56;Carrefour;
EC00000042;Budget;2026;1;2026-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3342.00;0.95;3.17;Géant Casino;
EC00000043;Budget;2026;1;2026-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2887.00;0.95;2.74;Intermarché;
EC00000044;Budget;2026;1;2026-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3101.00;0.95;2.95;Casino;
EC00000045;Budget;2026;1;2026-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;116.00;0.95;0.11;Leclerc;
EC00000046;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;876.00;0.95;0.83;Casino;
EC00000047;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4594.00;0.95;4.37;Géant Casino;
EC00000048;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1610.00;0.95;1.53;Système U;
EC00000049;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4501.00;0.95;4.28;Monoprix;
EC00000050;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3730.00;0.95;3.54;Leclerc;
EC00000051;Budget;2026;1;2026-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1713.00;0.95;1.63;Carrefour;
EC00000052;Budget;2026;1;2026-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3932.00;0.95;3.74;Système U;
EC00000053;Budget;2026;1;2026-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4600.00;0.95;4.37;Auchan;
EC00000054;Budget;2026;1;2026-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2547.00;0.95;2.42;Géant Casino;
EC00000055;Budget;2026;1;2026-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3343.00;0.95;3.17;Monoprix;
EC00000056;Budget;2026;1;2026-01-20;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2246.00;0.95;2.13;Casino;
EC00000057;Budget;2026;1;2026-01-20;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1976.00;0.95;1.88;Monoprix;
EC00000058;Budget;2026;1;2026-01-20;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5054.00;0.95;4.80;Intermarché;
EC00000059;Budget;2026;1;2026-01-20;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;272.00;0.96;0.26;Géant Casino;
EC00000060;Budget;2026;1;2026-01-20;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5874.00;0.95;5.58;Carrefour;
EC00000061;Budget;2026;1;2026-01-02;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4590.00;0.95;4.36;Système U;
EC00000062;Budget;2026;1;2026-01-02;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1385.00;0.95;1.32;Carrefour;
EC00000063;Budget;2026;1;2026-01-02;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2651.00;0.95;2.52;Auchan;
EC00000064;Budget;2026;1;2026-01-02;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2587.00;0.95;2.46;Intermarché;
EC00000065;Budget;2026;1;2026-01-02;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3589.00;0.95;3.40;Casino;
EC00000066;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3510.00;0.95;3.34;Monoprix;
EC00000067;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1993.00;0.95;1.89;Auchan;
EC00000068;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2310.00;0.95;2.19;Géant Casino;
EC00000069;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6094.00;0.95;5.79;Leclerc;
EC00000070;Budget;2026;1;2026-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2288.00;0.95;2.18;Cora;
EC00000071;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1202.00;0.95;1.14;Auchan;
EC00000072;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3665.00;0.95;3.48;Leclerc;
EC00000073;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3130.00;0.95;2.97;Carrefour;
EC00000074;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3424.00;0.95;3.25;Géant Casino;
EC00000075;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1771.00;0.95;1.69;Système U;
EC00000076;Budget;2026;1;2026-01-22;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1992.00;0.95;1.89;Leclerc;
EC00000077;Budget;2026;1;2026-01-22;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2388.00;0.95;2.27;Système U;
EC00000078;Budget;2026;1;2026-01-22;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3482.00;0.95;3.31;Monoprix;
EC00000079;Budget;2026;1;2026-01-22;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2117.00;0.95;2.01;Casino;
EC00000080;Budget;2026;1;2026-01-22;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3090.00;0.95;2.94;Carrefour;
EC00000081;Budget;2026;1;2026-01-03;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2409.00;0.95;2.29;Carrefour;
EC00000082;Budget;2026;1;2026-01-03;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3009.00;0.95;2.86;Intermarché;
EC00000083;Budget;2026;1;2026-01-03;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3317.00;0.95;3.15;Système U;
EC00000084;Budget;2026;1;2026-01-03;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3798.00;0.95;3.61;Leclerc;
EC00000085;Budget;2026;1;2026-01-03;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2165.00;0.95;2.05;Cora;
EC00000086;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1646.00;0.95;1.56;Monoprix;
EC00000087;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1960.00;0.95;1.86;Leclerc;
EC00000088;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6168.00;0.95;5.86;Auchan;
EC00000089;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1426.00;0.95;1.35;Intermarché;
EC00000090;Budget;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1320.00;0.95;1.26;Casino;
EC00000091;Budget;2026;1;2026-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;8526.00;0.95;8.10;Monoprix;
EC00000092;Budget;2026;1;2026-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3611.00;0.95;3.43;Carrefour;
EC00000093;Budget;2026;1;2026-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;807.00;0.95;0.77;Auchan;
EC00000094;Budget;2026;1;2026-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;721.00;0.96;0.69;Casino;
EC00000095;Budget;2026;1;2026-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2233.00;0.94;2.11;Leclerc;
EC00000096;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1623.00;0.95;1.54;Casino;
EC00000097;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5530.00;0.95;5.25;Système U;
EC00000098;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3598.00;0.95;3.42;Monoprix;
EC00000099;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3342.00;0.95;3.17;Intermarché;
EC00000100;Budget;2026;1;2026-01-25;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1396.00;0.95;1.33;Carrefour;
EC00000101;Budget;2026;1;2026-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1891.00;0.95;1.80;Système U;
EC00000102;Budget;2026;1;2026-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2265.00;0.95;2.15;Leclerc;
EC00000103;Budget;2026;1;2026-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1661.00;0.95;1.58;Auchan;
EC00000104;Budget;2026;1;2026-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3206.00;0.95;3.04;Monoprix;
EC00000105;Budget;2026;1;2026-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2442.00;0.95;2.32;Carrefour;
EC00000106;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2144.00;0.95;2.04;Cora;
EC00000107;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2725.00;0.95;2.59;Leclerc;
EC00000108;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1313.00;0.95;1.25;Auchan;
EC00000109;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3652.00;0.95;3.47;Carrefour;
EC00000110;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2519.00;0.94;2.38;Monoprix;
EC00000111;Budget;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2227.00;0.95;2.12;Cora;
EC00000112;Budget;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2738.00;0.95;2.60;Géant Casino;
EC00000113;Budget;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1521.00;0.95;1.44;Intermarché;
EC00000114;Budget;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2243.00;0.95;2.13;Monoprix;
EC00000115;Budget;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5054.00;0.95;4.80;Casino;
EC00000116;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1824.00;0.95;1.73;Monoprix;
EC00000117;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3780.00;0.95;3.59;Carrefour;
EC00000118;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1038.00;0.95;0.99;Intermarché;
EC00000119;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1448.00;0.95;1.38;Leclerc;
EC00000120;Budget;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3908.00;0.95;3.71;Casino;
EC00000121;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1613.00;0.95;1.53;Géant Casino;
EC00000122;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2592.00;0.95;2.46;Intermarché;
EC00000123;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3672.00;0.95;3.49;Monoprix;
EC00000124;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1110.00;0.95;1.05;Système U;
EC00000125;Budget;2026;1;2026-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4445.00;0.95;4.23;Casino;
EC00000126;Budget;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2119.00;0.95;2.01;Monoprix;
EC00000127;Budget;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2269.00;0.95;2.15;Intermarché;
EC00000128;Budget;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6768.00;0.95;6.43;Carrefour;
EC00000129;Budget;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1298.00;0.95;1.23;Système U;
EC00000130;Budget;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3801.00;0.95;3.62;Cora;
EC00000131;Budget;2026;1;2026-01-04;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3563.00;0.95;3.38;Monoprix;
EC00000132;Budget;2026;1;2026-01-04;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;656.00;0.95;0.62;Leclerc;
EC00000133;Budget;2026;1;2026-01-04;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;536.00;0.95;0.51;Cora;
EC00000134;Budget;2026;1;2026-01-04;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4063.00;0.95;3.86;Auchan;
EC00000135;Budget;2026;1;2026-01-04;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2721.00;0.95;2.59;Géant Casino;
EC00000136;Budget;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3921.00;0.95;3.72;Monoprix;
