EcritureID;Scenario;Annee;Mois;Date;CodeEntite;Entite;Site;CodeProduit;Produit;Canal;Compte;LibelleCompte;PosteP&L;Quantite;PrixUnitaire_EUR;Montant_kEUR;Client;CentreCout
EC00000061;Réel;2025;1;2025-01-18;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;936.00;0.95;0.89;Monoprix;
EC00000062;Réel;2025;1;2025-01-18;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3885.00;0.95;3.69;Géant Casino;
EC00000063;Réel;2025;1;2025-01-18;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3140.00;0.95;2.98;Auchan;
EC00000064;Réel;2025;1;2025-01-18;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;861.00;0.95;0.82;Leclerc;
EC00000065;Réel;2025;1;2025-01-18;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3957.00;0.95;3.76;Intermarché;
EC00000066;Réel;2025;1;2025-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1649.00;0.95;1.57;Cora;
EC00000067;Réel;2025;1;2025-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;7019.00;0.95;6.67;Carrefour;
EC00000068;Réel;2025;1;2025-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3072.00;0.95;2.92;Intermarché;
EC00000069;Réel;2025;1;2025-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;563.00;0.94;0.53;Géant Casino;
EC00000070;Réel;2025;1;2025-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2011.00;0.95;1.91;Auchan;
EC00000071;Réel;2025;1;2025-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6988.00;0.95;6.64;Monoprix;
EC00000072;Réel;2025;1;2025-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2213.00;0.95;2.10;Auchan;
EC00000073;Réel;2025;1;2025-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2181.00;0.95;2.07;Cora;
EC00000074;Réel;2025;1;2025-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1249.00;0.95;1.19;Géant Casino;
EC00000075;Réel;2025;1;2025-01-12;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1180.00;0.95;1.12;Casino;
EC00000076;Réel;2025;1;2025-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1616.00;0.95;1.54;Géant Casino;
EC00000077;Réel;2025;1;2025-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1337.00;0.95;1.27;Auchan;
EC00000078;Réel;2025;1;2025-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4962.00;0.95;4.72;Système U;
EC00000079;Réel;2025;1;2025-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2490.00;0.95;2.37;Leclerc;
EC00000080;Réel;2025;1;2025-01-13;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1950.00;0.94;1.84;Cora;
EC00000081;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1793.00;0.95;1.70;Carrefour;
EC00000082;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2757.00;0.95;2.62;Système U;
EC00000083;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1338.00;0.95;1.27;Cora;
EC00000084;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2493.00;0.95;2.37;Intermarché;
EC00000085;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6065.00;0.95;5.76;Monoprix;
EC00000086;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4681.00;0.95;4.45;Casino;
EC00000087;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2136.00;0.95;2.03;Intermarché;
EC00000088;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2611.00;0.95;2.48;Auchan;
EC00000089;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1640.00;0.95;1.56;Leclerc;
EC00000090;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1854.00;0.95;1.76;Cora;
EC00000091;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4194.00;0.95;3.98;Monoprix;
EC00000092;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2837.00;0.95;2.69;Carrefour;
EC00000093;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2001.00;0.95;1.90;Géant Casino;
EC00000094;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2323.00;0.95;2.21;Auchan;
EC00000095;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1077.00;0.96;1.03;Casino;
EC00000096;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;690.00;0.96;0.66;Cora;
EC00000097;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1009.00;0.95;0.96;Système U;
EC00000098;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1419.00;0.95;1.35;Leclerc;
EC00000099;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;7959.00;0.95;7.56;Carrefour;
EC00000100;Réel;2025;1;2025-01-10;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3346.00;0.95;3.17;Auchan;
EC00000101;Réel;2025;1;2025-01-16;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1425.00;0.95;1.35;Système U;
EC00000102;Réel;2025;1;2025-01-16;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5223.00;0.95;4.96;Leclerc;
EC00000103;Réel;2025;1;2025-01-16;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;907.00;0.95;0.86;Auchan;
EC00000104;Réel;2025;1;2025-01-16;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2588.00;0.95;2.46;Géant Casino;
EC00000105;Réel;2025;1;2025-01-16;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;581.00;0.96;0.56;Casino;
EC00000106;Réel;2025;1;2025-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2252.00;0.95;2.14;Intermarché;
EC00000107;Réel;2025;1;2025-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3551.00;0.95;3.37;Carrefour;
EC00000108;Réel;2025;1;2025-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2263.00;0.95;2.15;Système U;
EC00000109;Réel;2025;1;2025-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1891.00;0.95;1.80;Géant Casino;
EC00000110;Réel;2025;1;2025-01-11;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;888.00;0.95;0.84;Auchan;
EC00000111;Réel;2025;1;2025-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1621.00;0.95;1.54;Cora;
EC00000112;Réel;2025;1;2025-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1359.00;0.95;1.29;Casino;
EC00000113;Réel;2025;1;2025-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2894.00;0.95;2.75;Leclerc;
EC00000114;Réel;2025;1;2025-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3443.00;0.95;3.27;Géant Casino;
EC00000115;Réel;2025;1;2025-01-14;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1871.00;0.95;1.78;Carrefour;
EC00000116;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2233.00;0.95;2.12;Leclerc;
EC00000117;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2146.00;0.95;2.04;Carrefour;
EC00000118;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4237.00;0.95;4.03;Géant Casino;
EC00000119;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1414.00;0.95;1.34;Cora;
EC00000120;Réel;2025;1;2025-01-28;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1473.00;0.95;1.40;Système U;
EC00000121;Réel;2025;1;2025-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1239.00;0.95;1.18;Casino;
EC00000122;Réel;2025;1;2025-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2115.00;0.95;2.01;Leclerc;
EC00000123;Réel;2025;1;2025-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3947.00;0.95;3.75;Système U;
EC00000124;Réel;2025;1;2025-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2452.00;0.95;2.33;Auchan;
EC00000125;Réel;2025;1;2025-01-23;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1939.00;0.95;1.84;Monoprix;
EC00000126;Réel;2025;1;2025-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1769.00;0.95;1.68;Système U;
EC00000127;Réel;2025;1;2025-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2670.00;0.95;2.54;Carrefour;
EC00000128;Réel;2025;1;2025-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3695.00;0.95;3.51;Intermarché;
EC00000129;Réel;2025;1;2025-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1467.00;0.95;1.39;Auchan;
EC00000130;Réel;2025;1;2025-01-19;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3397.00;0.95;3.23;Géant Casino;
EC00000131;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2497.00;0.95;2.37;Auchan;
EC00000132;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;492.00;0.96;0.47;Intermarché;
EC00000133;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2414.00;0.95;2.29;Géant Casino;
EC00000134;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2780.00;0.95;2.64;Monoprix;
EC00000135;Réel;2025;1;2025-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4548.00;0.95;4.32;Cora;
EC00000136;Réel;2025;1;2025-01-07;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;706000;Prestations de services;Chiffre d'affaires;4552.00;0.95;4.32;Leclerc;
