EcritureID;Scenario;Annee;Mois;Date;CodeEntite;Entite;Site;CodeProduit;Produit;Canal;Compte;LibelleCompte;PosteP&L;Quantite;PrixUnitaire_EUR;Montant_kEUR;Client;CentreCout
EC00000019;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;8815.00;0.95;8.37;Carrefour;
EC00000020;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2410.00;0.95;2.29;Auchan;
EC00000021;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3983.00;0.95;3.78;Monoprix;
EC00000022;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;945.00;0.95;0.90;Auchan;
EC00000023;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3929.00;0.95;3.73;Système U;
EC00000024;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;9454.00;0.95;8.98;Géant Casino;
EC00000025;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;714.00;0.95;0.68;Carrefour;
EC00000026;Réel;2026;1;2026-01-09;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4414.00;0.95;4.19;Système U;
EC00000027;Réel;2026;1;2026-01-09;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2132.00;0.95;2.02;Auchan;
EC00000028;Réel;2026;1;2026-01-09;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;7298.00;0.95;6.93;Leclerc;
EC00000029;Réel;2026;1;2026-01-09;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1589.00;0.95;1.51;Intermarché;
EC00000030;Réel;2026;1;2026-01-09;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4423.00;0.95;4.21;Carrefour;
EC00000031;Réel;2026;1;2026-01-27;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2672.00;0.95;2.54;Système U;
EC00000032;Réel;2026;1;2026-01-27;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4996.00;0.95;4.75;Leclerc;
EC00000033;Réel;2026;1;2026-01-27;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4257.00;0.95;4.05;Intermarché;
EC00000034;Réel;2026;1;2026-01-27;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2193.00;0.95;2.08;Cora;
EC00000035;Réel;2026;1;2026-01-27;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2309.00;0.95;2.19;Casino;
EC00000036;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6018.00;0.95;5.72;Casino;
EC00000037;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1430.00;0.95;1.36;Intermarché;
EC00000038;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3570.00;0.95;3.39;Géant Casino;
EC00000039;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2635.00;0.95;2.50;Auchan;
EC00000040;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1475.00;0.95;1.40;Carrefour;
EC00000041;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3345.00;0.95;3.18;Carrefour;
EC00000042;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4816.00;0.95;4.57;Casino;
EC00000043;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2089.00;0.95;1.98;Cora;
EC00000044;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4270.00;0.95;4.05;Monoprix;
EC00000045;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4159.00;0.95;3.96;Leclerc;
EC00000046;Réel;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;706000;Prestations de services;Chiffre d'affaires;3718.00;0.95;3.53;Leclerc;
EC00000047;Réel;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;706000;Prestations de services;Chiffre d'affaires;3771.00;0.95;3.58;Intermarché;
EC00000048;Réel;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;706000;Prestations de services;Chiffre d'affaires;5064.00;0.95;4.81;Système U;
EC00000049;Réel;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;706000;Prestations de services;Chiffre d'affaires;3140.00;0.95;2.98;Auchan;
EC00000050;Réel;2026;1;2026-01-21;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;706000;Prestations de services;Chiffre d'affaires;4311.00;0.95;4.10;Géant Casino;
EC00000051;Réel;2026;1;2026-01-19;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;589.00;0.95;0.56;Géant Casino;
EC00000052;Réel;2026;1;2026-01-19;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6997.00;0.95;6.65;Carrefour;
EC00000053;Réel;2026;1;2026-01-19;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;691.00;0.96;0.66;Cora;
EC00000054;Réel;2026;1;2026-01-19;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;8782.00;0.95;8.34;Casino;
EC00000055;Réel;2026;1;2026-01-19;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1793.00;0.95;1.70;Monoprix;
EC00000056;Réel;2026;1;2026-01-20;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3181.00;0.95;3.02;Auchan;
EC00000057;Réel;2026;1;2026-01-20;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1703.00;0.95;1.62;Carrefour;
EC00000058;Réel;2026;1;2026-01-20;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6089.00;0.95;5.79;Monoprix;
EC00000059;Réel;2026;1;2026-01-20;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3012.00;0.95;2.86;Intermarché;
EC00000060;Réel;2026;1;2026-01-20;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2684.00;0.95;2.55;Cora;
EC00000061;Réel;2026;1;2026-01-22;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4766.00;0.95;4.53;Auchan;
EC00000062;Réel;2026;1;2026-01-22;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4584.00;0.95;4.35;Intermarché;
EC00000063;Réel;2026;1;2026-01-22;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2329.00;0.95;2.21;Carrefour;
EC00000064;Réel;2026;1;2026-01-22;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3964.00;0.95;3.77;Leclerc;
EC00000065;Réel;2026;1;2026-01-22;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3965.00;0.95;3.77;Monoprix;
EC00000066;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1166.00;0.95;1.11;Monoprix;
EC00000067;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3229.00;0.95;3.07;Carrefour;
EC00000068;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;8392.00;0.95;7.97;Cora;
EC00000069;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5334.00;0.95;5.07;Casino;
EC00000070;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2045.00;0.95;1.94;Géant Casino;
EC00000071;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3118.00;0.95;2.96;Leclerc;
EC00000072;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3760.00;0.95;3.57;Monoprix;
EC00000073;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6212.00;0.95;5.90;Casino;
EC00000074;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2898.00;0.95;2.75;Cora;
EC00000075;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4129.00;0.95;3.93;Système U;
EC00000076;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6129.00;0.95;5.82;Monoprix;
EC00000077;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1874.00;0.95;1.78;Géant Casino;
EC00000078;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1620.00;0.95;1.54;Carrefour;
EC00000079;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1144.00;0.95;1.09;Intermarché;
EC00000080;Réel;2026;1;2026-01-05;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4388.00;0.95;4.17;Cora;
EC00000081;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1792.00;0.95;1.70;Auchan;
EC00000082;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2171.00;0.95;2.06;Système U;
EC00000083;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6016.00;0.95;5.71;Géant Casino;
EC00000084;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3136.00;0.95;2.98;Cora;
EC00000085;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6267.00;0.95;5.96;Casino;
EC00000086;Réel;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;5878.00;0.95;5.58;Casino;
EC00000087;Réel;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;1545.00;0.95;1.47;Leclerc;
EC00000088;Réel;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;3053.00;0.95;2.90;Cora;
EC00000089;Réel;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;6087.00;0.95;5.78;Carrefour;
EC00000090;Réel;2026;1;2026-01-24;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;3472.00;0.95;3.30;Géant Casino;
EC00000091;Réel;2026;1;2026-01-07;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5273.00;0.95;5.01;Monoprix;
EC00000092;Réel;2026;1;2026-01-07;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2955.00;0.95;2.81;Leclerc;
EC00000093;Réel;2026;1;2026-01-07;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1185.00;0.95;1.13;Casino;
EC00000094;Réel;2026;1;2026-01-07;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3493.00;0.95;3.32;Système U;
EC00000095;Réel;2026;1;2026-01-07;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3195.00;0.95;3.03;Auchan;
EC00000096;Réel;2026;1;2026-01-16;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2461.00;0.95;2.34;Carrefour;
EC00000097;Réel;2026;1;2026-01-16;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5022.00;0.95;4.77;Géant Casino;
EC00000098;Réel;2026;1;2026-01-16;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4692.00;0.95;4.46;Système U;
EC00000099;Réel;2026;1;2026-01-16;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3603.00;0.95;3.42;Leclerc;
EC00000100;Réel;2026;1;2026-01-16;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3685.00;0.95;3.50;Monoprix;
EC00000101;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4404.00;0.95;4.18;Auchan;
EC00000102;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5231.00;0.95;4.97;Système U;
EC00000103;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4039.00;0.95;3.84;Carrefour;
EC00000104;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1769.00;0.95;1.68;Géant Casino;
EC00000105;Réel;2026;1;2026-01-26;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3027.00;0.95;2.88;Cora;
EC00000106;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1961.00;0.95;1.86;Auchan;
EC00000107;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5224.00;0.95;4.96;Carrefour;
EC00000108;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4324.00;0.95;4.11;Casino;
EC00000109;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6702.00;0.95;6.37;Monoprix;
EC00000110;Réel;2026;1;2026-01-08;BU01;Céréales & Meunerie;Reims;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1382.00;0.95;1.31;Système U;
EC00000111;Réel;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;9129.00;0.95;8.67;Cora;
EC00000112;Réel;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;582.00;0.95;0.55;Intermarché;
EC00000113;Réel;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2128.00;0.95;2.02;Géant Casino;
EC00000114;Réel;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1993.00;0.95;1.89;Système U;
EC00000115;Réel;2026;1;2026-01-14;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5066.00;0.95;4.82;Monoprix;
EC00000116;Réel;2026;1;2026-01-06;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;3043.00;0.95;2.89;Auchan;
EC00000117;Réel;2026;1;2026-01-06;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4588.00;0.95;4.36;Leclerc;
EC00000118;Réel;2026;1;2026-01-06;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1951.00;0.95;1.85;Monoprix;
EC00000119;Réel;2026;1;2026-01-06;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5229.00;0.95;4.97;Géant Casino;
EC00000120;Réel;2026;1;2026-01-06;BU01;Céréales & Meunerie;Roubaix;P101;Farine T55 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2326.00;0.95;2.21;Intermarché;
EC00000121;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5157.00;1.05;5.41;Monoprix;
EC00000122;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4371.00;1.05;4.59;Géant Casino;
EC00000123;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1603.00;1.05;1.68;Carrefour;
EC00000124;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1063.00;1.05;1.12;Cora;
EC00000125;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4696.00;1.05;4.93;Casino;
EC00000126;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;4277.00;1.05;4.49;Carrefour;
EC00000127;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;4839.00;1.05;5.08;Leclerc;
EC00000128;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;948.00;1.05;1.00;Géant Casino;
EC00000129;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;7943.00;1.05;8.34;Monoprix;
EC00000130;Réel;2026;1;2026-01-02;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;707000;Ventes de marchandises;Chiffre d'affaires;3646.00;1.05;3.83;Cora;
EC00000131;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;4797.00;1.05;5.04;Intermarché;
EC00000132;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;746.00;1.05;0.78;Casino;
EC00000133;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;1257.00;1.05;1.32;Carrefour;
EC00000134;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;6037.00;1.05;6.34;Leclerc;
EC00000135;Réel;2026;1;2026-01-15;BU01;Céréales & Meunerie;Reims;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;5395.00;1.05;5.66;Système U;
EC00000136;Réel;2026;1;2026-01-09;BU01;Céréales & Meunerie;Roubaix;P102;Farine T65 1kg;GMS;701000;Ventes produits finis;Chiffre d'affaires;2579.00;1.05;2.71;Auchan;
